time,open,high,low,close,volume
2017-01-04 09:00:00,1062.87,1065.0,1057.85,1060.01,198.0
2017-01-04 10:00:00,1060.0,1070.0,1058.09,1070.0,209.0
2017-01-04 11:00:00,1070.0,1079.99,1069.99,1079.99,296.0
2017-01-04 12:00:00,1079.99,1090.0,1075.18,1084.62,430.0
2017-01-04 13:00:00,1084.63,1096.68,1075.15,1094.91,478.0
2017-01-04 14:00:00,1094.75,1095.71,1080.01,1094.99,749.0
2017-01-04 15:00:00,1094.99,1095.66,1065.0,1089.41,829.0
2017-01-04 16:00:00,1089.41,1094.49,1085.51,1087.64,611.0
2017-01-04 17:00:00,1087.72,1107.75,1087.1,1103.58,817.0
2017-01-04 18:00:00,1103.58,1138.0,1100.01,1137.0,1297.0
2017-01-04 19:00:00,1136.63,1147.0,1131.09,1139.01,842.0
2017-01-04 20:00:00,1139.01,1139.5,1110.01,1124.62,838.0
2017-01-04 21:00:00,1123.67,1136.5,1090.01,1090.04,1258.0
2017-01-04 22:00:00,1092.41,1110.0,1067.0,1090.72,1216.0
2017-01-04 23:00:00,1090.71,1136.14,1090.5,1136.1,743.0
2017-01-05 00:00:00,1135.01,1143.89,1120.34,1130.3,807.0
2017-01-05 01:00:00,1131.1,1134.88,1080.0,1090.57,1125.0
2017-01-05 02:00:00,1090.89,1125.0,1076.12,1120.32,708.0
2017-01-05 03:00:00,1121.21,1126.5,1110.0,1126.5,225.0
2017-01-05 04:00:00,1126.5,1139.9,1125.86,1139.89,399.0
2017-01-05 05:00:00,1139.88,1146.77,1139.01,1146.77,301.0
2017-01-05 06:00:00,1146.77,1175.0,1146.77,1163.01,539.0
2017-01-05 07:00:00,1163.01,1174.9,1150.0,1157.89,651.0
2017-01-05 08:00:00,1157.89,1172.13,1153.39,1167.4,644.0
2017-01-05 09:00:00,1167.37,1168.99,1131.05,1141.01,873.0
2017-01-05 10:00:00,1141.01,1141.01,1035.52,1074.33,1399.0
2017-01-05 11:00:00,1074.32,1114.17,1070.0,1091.58,511.0
2017-01-05 12:00:00,1091.61,1116.4,1089.82,1100.99,283.0
2017-01-05 13:00:00,1093.02,1099.4,965.0,981.22,1521.0
2017-01-05 14:00:00,980.96,1000.0,880.0,963.24,2355.0
2017-01-05 15:00:00,964.01,972.99,940.06,960.0,1305.0
2017-01-05 16:00:00,960.0,1004.93,951.94,995.49,742.0
2017-01-05 17:00:00,995.49,1008.9,946.51,966.82,1289.0
2017-01-05 18:00:00,965.64,977.0,958.55,976.97,778.0
2017-01-05 19:00:00,976.95,999.0,967.01,994.34,661.0
2017-01-05 20:00:00,994.34,996.45,955.77,970.22,715.0
2017-01-05 21:00:00,970.0,980.71,960.0,974.98,519.0
2017-01-05 22:00:00,974.97,975.0,961.84,969.87,506.0
2017-01-05 23:00:00,969.88,1017.78,969.88,1015.09,1085.0
2017-01-06 00:00:00,1015.0,1023.48,982.0,1007.0,703.0
2017-01-06 01:00:00,1007.0,1027.59,1000.5,1023.8,325.0
2017-01-06 02:00:00,1024.25,1033.85,1019.23,1021.56,365.0
2017-01-06 03:00:00,1023.0,1023.0,960.1,962.27,883.0
2017-01-06 04:00:00,960.11,986.98,960.1,982.0,418.0
2017-01-06 05:00:00,981.99,984.4,974.28,975.8,202.0
2017-01-06 06:00:00,975.98,988.5,970.9,982.38,330.0
2017-01-06 07:00:00,984.03,987.36,972.58,983.47,202.0
2017-01-06 08:00:00,983.31,988.5,981.28,983.06,205.0
2017-01-06 09:00:00,984.38,985.37,955.0,960.44,412.0
2017-01-06 10:00:00,960.5,969.14,904.71,933.26,1155.0
2017-01-06 11:00:00,933.26,944.18,910.0,926.61,557.0
2017-01-06 12:00:00,926.61,929.04,876.0,894.93,1102.0
2017-01-06 13:00:00,894.94,900.95,875.01,892.0,749.0
2017-01-06 14:00:00,892.0,913.07,885.87,906.0,829.0
2017-01-06 15:00:00,904.7,911.17,882.26,909.32,712.0
2017-01-06 16:00:00,909.35,922.79,905.0,917.13,700.0
2017-01-06 17:00:00,917.02,919.99,895.63,905.68,687.0
2017-01-06 18:00:00,903.1,917.24,901.91,916.08,491.0
2017-01-06 19:00:00,916.1,916.26,880.46,884.84,985.0
2017-01-06 20:00:00,884.98,908.03,881.61,893.52,647.0
2017-01-06 21:00:00,893.53,893.63,880.0,885.96,549.0
2017-01-06 22:00:00,886.13,911.14,885.0,899.47,614.0
2017-01-06 23:00:00,899.69,899.69,885.1,887.87,488.0
2017-01-07 00:00:00,890.1,897.32,881.0,895.71,470.0
2017-01-07 01:00:00,895.78,905.0,892.11,894.07,273.0
2017-01-07 02:00:00,894.1,905.21,878.0,878.0,541.0
2017-01-07 03:00:00,878.0,879.0,802.07,853.89,2219.0
2017-01-07 04:00:00,853.84,857.43,820.0,836.75,756.0
2017-01-07 05:00:00,836.76,845.85,818.09,845.83,827.0
2017-01-07 06:00:00,845.84,868.09,831.36,831.36,467.0
2017-01-07 07:00:00,835.01,858.24,835.01,851.59,270.0
2017-01-07 08:00:00,849.55,853.07,835.21,843.0,229.0
2017-01-07 09:00:00,844.26,846.72,822.46,822.46,366.0
2017-01-07 10:00:00,826.38,900.0,822.66,897.51,336.0
2017-01-07 11:00:00,897.51,897.51,875.52,885.0,234.0
2017-01-07 12:00:00,885.0,885.8,876.0,879.26,131.0
2017-01-07 13:00:00,879.26,898.11,879.0,888.81,298.0
2017-01-07 14:00:00,888.81,889.8,860.21,880.36,264.0
2017-01-07 15:00:00,880.46,896.84,872.85,896.84,238.0
2017-01-07 16:00:00,896.84,896.84,889.0,891.99,285.0
2017-01-07 17:00:00,891.99,908.22,891.98,900.0,864.0
2017-01-07 18:00:00,900.0,905.99,899.99,905.98,344.0
2017-01-07 19:00:00,905.98,910.0,885.9,899.2,500.0
2017-01-07 20:00:00,899.21,904.99,895.0,897.04,259.0
2017-01-07 21:00:00,897.79,903.91,895.0,900.62,223.0
2017-01-07 22:00:00,900.09,900.83,895.0,897.79,294.0
2017-01-07 23:00:00,897.79,910.0,897.78,903.45,338.0
2017-01-08 00:00:00,903.44,909.0,899.16,909.0,359.0
2017-01-08 01:00:00,908.99,910.0,899.16,901.38,262.0
2017-01-08 02:00:00,902.57,905.99,901.0,905.99,168.0
2017-01-08 03:00:00,905.99,930.0,903.99,929.99,406.0
2017-01-08 04:00:00,929.98,932.23,920.07,932.19,345.0
2017-01-08 05:00:00,932.16,948.0,927.95,947.98,341.0
2017-01-08 06:00:00,947.98,953.8,931.65,944.2,437.0
2017-01-08 07:00:00,942.52,952.59,938.84,947.87,192.0
2017-01-08 08:00:00,947.75,948.2,914.57,929.95,267.0
2017-01-08 09:00:00,929.95,938.97,927.78,936.23,107.0
2017-01-08 10:00:00,936.22,943.26,934.38,936.99,70.0
2017-01-08 11:00:00,937.64,939.26,930.99,937.89,83.0
2017-01-08 12:00:00,937.89,940.05,913.18,915.09,92.0
2017-01-08 13:00:00,915.09,924.31,914.14,918.89,79.0
2017-01-08 14:00:00,918.88,943.84,916.24,927.52,162.0
2017-01-08 15:00:00,927.51,933.73,922.4,927.99,206.0
2017-01-08 16:00:00,927.99,928.99,906.5,918.6,255.0
2017-01-08 17:00:00,918.0,918.57,905.0,907.69,250.0
2017-01-08 18:00:00,908.07,914.0,899.5,914.0,399.0
2017-01-08 19:00:00,914.0,917.95,913.51,914.06,134.0
2017-01-08 20:00:00,914.06,915.0,908.99,913.69,151.0
2017-01-08 21:00:00,913.0,917.99,910.0,917.99,213.0
2017-01-08 22:00:00,917.99,923.84,917.8,919.78,179.0
2017-01-08 23:00:00,919.88,923.53,915.01,919.99,185.0
2017-01-09 00:00:00,919.98,923.33,911.0,923.33,331.0
2017-01-09 01:00:00,922.04,923.58,901.0,904.01,364.0
2017-01-09 02:00:00,904.0,908.43,887.8,891.05,480.0
2017-01-09 03:00:00,891.1,904.41,887.73,898.99,317.0
2017-01-09 04:00:00,899.0,899.0,894.47,898.84,147.0
2017-01-09 05:00:00,898.79,898.99,887.51,896.47,217.0
2017-01-09 06:00:00,898.83,901.22,896.66,901.02,242.0
2017-01-09 07:00:00,901.03,901.98,898.99,899.21,93.0
2017-01-09 08:00:00,899.21,899.37,889.0,891.78,110.0
2017-01-09 09:00:00,891.79,896.0,890.0,895.98,173.0
2017-01-09 10:00:00,896.0,896.0,886.42,890.09,112.0
2017-01-09 11:00:00,889.09,908.05,889.02,906.16,425.0
2017-01-09 12:00:00,906.72,908.04,903.38,908.0,131.0
2017-01-09 13:00:00,908.0,908.0,904.56,905.12,134.0
2017-01-09 14:00:00,905.41,907.96,901.0,903.5,186.0
2017-01-09 15:00:00,904.29,906.83,901.01,903.01,156.0
2017-01-09 16:00:00,903.89,904.0,901.36,901.59,213.0
2017-01-09 17:00:00,901.14,902.49,892.14,893.9,371.0
2017-01-09 18:00:00,893.02,896.0,890.42,894.91,225.0
2017-01-09 19:00:00,894.92,895.98,890.01,894.0,317.0
2017-01-09 20:00:00,893.99,895.0,892.96,895.0,245.0
2017-01-09 21:00:00,894.99,899.54,894.99,898.82,275.0
2017-01-09 22:00:00,898.99,902.0,897.02,901.99,201.0
2017-01-09 23:00:00,902.0,903.95,897.92,903.66,282.0
2017-01-10 00:00:00,903.43,906.96,894.41,902.66,476.0
2017-01-10 01:00:00,902.66,905.99,900.66,905.99,268.0
2017-01-10 02:00:00,905.99,913.99,905.98,910.47,358.0
2017-01-10 03:00:00,910.54,911.8,910.0,911.8,76.0
2017-01-10 04:00:00,910.74,912.0,903.15,906.94,331.0
2017-01-10 05:00:00,906.92,907.56,900.99,903.51,273.0
2017-01-10 06:00:00,903.79,904.14,900.01,900.64,95.0
2017-01-10 07:00:00,901.0,907.55,900.0,903.13,92.0
2017-01-10 08:00:00,903.14,906.96,900.15,904.03,147.0
2017-01-10 09:00:00,904.02,909.01,904.02,908.97,111.0
2017-01-10 10:00:00,909.0,915.0,908.97,914.3,144.0
2017-01-10 11:00:00,914.61,915.1,912.93,915.09,175.0
2017-01-10 12:00:00,915.1,915.1,904.02,908.94,123.0
2017-01-10 13:00:00,908.94,912.17,905.14,910.99,145.0
2017-01-10 14:00:00,910.61,912.46,907.52,909.09,113.0
2017-01-10 15:00:00,909.09,910.88,900.31,902.2,307.0
2017-01-10 16:00:00,901.93,904.85,900.51,902.82,265.0
2017-01-10 17:00:00,903.83,904.99,901.74,904.51,356.0
2017-01-10 18:00:00,904.02,904.9,899.4,904.8,447.0
2017-01-10 19:00:00,904.85,904.99,899.01,904.49,512.0
2017-01-10 20:00:00,903.77,905.2,901.26,902.08,401.0
2017-01-10 21:00:00,902.1,906.8,902.1,906.69,590.0
2017-01-10 22:00:00,906.69,912.0,906.68,909.95,523.0
2017-01-10 23:00:00,910.54,911.0,904.66,907.26,369.0
2017-01-11 00:00:00,907.43,910.17,902.1,907.0,538.0
2017-01-11 01:00:00,907.66,909.6,899.1,905.9,432.0
2017-01-11 02:00:00,907.6,912.0,905.79,911.41,290.0
2017-01-11 03:00:00,911.29,914.99,908.14,912.8,268.0
2017-01-11 04:00:00,912.65,912.87,909.59,911.5,170.0
2017-01-11 05:00:00,912.45,913.0,910.57,912.96,154.0
2017-01-11 06:00:00,912.96,921.0,912.85,920.94,377.0
2017-01-11 07:00:00,921.47,923.98,915.79,916.0,238.0
2017-01-11 08:00:00,916.0,917.58,914.0,916.22,214.0
2017-01-11 09:00:00,916.06,918.0,914.51,917.7,137.0
2017-01-11 10:00:00,917.47,917.67,850.0,869.9,2145.0
2017-01-11 11:00:00,869.9,880.1,861.01,871.51,538.0
2017-01-11 12:00:00,872.81,874.97,835.0,846.92,1094.0
2017-01-11 13:00:00,838.38,838.38,788.88,822.0,1163.0
2017-01-11 14:00:00,805.42,828.0,792.58,822.05,1033.0
2017-01-11 15:00:00,824.25,825.66,800.0,811.96,1015.0
2017-01-11 16:00:00,807.89,824.64,802.8,805.03,830.0
2017-01-11 17:00:00,809.95,818.64,801.01,816.02,955.0
2017-01-11 18:00:00,815.0,815.0,767.4,772.0,849.0
2017-01-11 19:00:00,778.2,790.0,775.0,786.85,508.0
2017-01-11 20:00:00,787.23,813.0,784.3,809.51,892.0
2017-01-11 21:00:00,811.83,813.0,787.58,793.04,648.0
2017-01-11 22:00:00,793.01,802.23,787.0,791.04,350.0
2017-01-11 23:00:00,791.21,799.27,789.03,797.41,256.0
2017-01-12 00:00:00,797.41,804.35,787.4,799.97,626.0
2017-01-12 01:00:00,795.79,800.16,765.0,781.31,1264.0
2017-01-12 02:00:00,781.81,789.92,763.48,786.48,844.0
2017-01-12 03:00:00,786.65,793.97,776.0,777.02,341.0
2017-01-12 04:00:00,777.02,792.15,770.0,789.5,836.0
2017-01-12 05:00:00,789.62,790.0,779.97,786.78,330.0
2017-01-12 06:00:00,783.51,786.99,775.69,777.41,261.0
2017-01-12 07:00:00,777.41,778.0,763.66,775.97,431.0
2017-01-12 08:00:00,777.1,777.1,734.64,757.95,1345.0
2017-01-12 09:00:00,758.19,774.99,758.19,766.34,310.0
2017-01-12 10:00:00,766.34,769.15,761.35,764.49,194.0
2017-01-12 11:00:00,766.27,775.0,761.67,775.0,290.0
2017-01-12 12:00:00,775.0,782.93,765.79,769.97,316.0
2017-01-12 13:00:00,769.87,779.87,766.85,773.15,286.0
2017-01-12 14:00:00,773.31,784.18,773.31,783.52,352.0
2017-01-12 15:00:00,783.2,789.0,782.86,789.0,268.0
2017-01-12 16:00:00,788.73,806.92,788.73,801.13,670.0
2017-01-12 17:00:00,801.18,815.0,798.18,805.02,924.0
2017-01-12 18:00:00,805.02,810.62,804.99,808.51,600.0
2017-01-12 19:00:00,808.49,813.99,803.01,813.99,498.0
2017-01-12 20:00:00,813.23,825.0,811.34,819.84,390.0
2017-01-12 21:00:00,819.84,829.98,819.84,824.74,449.0
2017-01-12 22:00:00,824.78,835.7,824.78,833.87,618.0
2017-01-12 23:00:00,833.23,840.0,805.0,822.25,860.0
2017-01-13 00:00:00,822.24,825.0,806.71,812.24,498.0
2017-01-13 01:00:00,812.25,815.77,808.39,813.62,335.0
2017-01-13 02:00:00,814.45,818.29,813.59,815.35,186.0
2017-01-13 03:00:00,815.35,819.81,812.19,817.12,303.0
2017-01-13 04:00:00,817.12,819.07,800.51,800.89,710.0
2017-01-13 05:00:00,800.5,804.51,792.0,801.45,620.0
2017-01-13 06:00:00,801.26,801.5,782.85,792.52,616.0
2017-01-13 07:00:00,792.5,806.46,785.89,792.19,421.0
2017-01-13 08:00:00,792.19,793.5,784.96,785.04,190.0
2017-01-13 09:00:00,785.0,795.24,785.0,793.23,190.0
2017-01-13 10:00:00,793.24,807.59,789.15,803.97,238.0
2017-01-13 11:00:00,804.11,811.3,791.95,804.0,268.0
2017-01-13 12:00:00,803.23,814.5,800.45,806.29,686.0
2017-01-13 13:00:00,811.53,811.7,795.49,802.04,594.0
2017-01-13 14:00:00,801.49,813.48,798.01,806.2,463.0
2017-01-13 15:00:00,806.2,820.0,802.92,814.35,526.0
2017-01-13 16:00:00,813.81,835.01,813.81,822.78,809.0
2017-01-13 17:00:00,823.32,832.0,820.84,831.99,535.0
2017-01-13 18:00:00,831.99,831.99,818.12,829.65,615.0
2017-01-13 19:00:00,829.6,830.0,820.8,826.88,309.0
2017-01-13 20:00:00,827.15,834.99,820.0,823.09,469.0
2017-01-13 21:00:00,824.56,832.7,820.73,827.0,347.0
2017-01-13 22:00:00,827.0,830.5,825.3,829.5,327.0
2017-01-13 23:00:00,830.33,830.5,825.2,830.17,490.0
2017-01-14 00:00:00,830.18,831.42,828.18,831.42,162.0
2017-01-14 01:00:00,831.42,841.22,831.42,840.19,349.0
2017-01-14 02:00:00,840.18,846.38,835.54,845.53,407.0
2017-01-14 03:00:00,845.56,847.52,837.03,837.8,309.0
2017-01-14 04:00:00,837.81,839.57,831.71,832.01,173.0
2017-01-14 05:00:00,832.01,837.03,831.98,834.64,164.0
2017-01-14 06:00:00,834.64,837.42,833.67,835.73,106.0
2017-01-14 07:00:00,835.74,835.74,822.34,831.83,516.0
2017-01-14 08:00:00,831.65,831.69,824.44,829.92,146.0
2017-01-14 09:00:00,829.93,835.55,825.53,835.55,98.0
2017-01-14 10:00:00,835.56,838.99,830.13,834.21,67.0
2017-01-14 11:00:00,835.46,836.02,826.15,833.33,126.0
2017-01-14 12:00:00,834.66,838.22,832.68,837.01,69.0
2017-01-14 13:00:00,837.03,838.99,834.03,838.99,65.0
2017-01-14 14:00:00,838.99,839.0,827.5,827.5,140.0
2017-01-14 15:00:00,827.51,835.2,827.4,829.44,136.0
2017-01-14 16:00:00,829.43,838.15,828.72,836.99,161.0
2017-01-14 17:00:00,837.0,837.22,834.38,835.9,175.0
2017-01-14 18:00:00,835.9,836.97,829.91,835.43,258.0
2017-01-14 19:00:00,835.89,837.95,835.88,837.94,111.0
2017-01-14 20:00:00,837.93,837.95,834.94,836.34,174.0
2017-01-14 21:00:00,835.5,837.99,832.16,835.0,192.0
2017-01-14 22:00:00,835.01,837.98,825.0,827.95,341.0
2017-01-14 23:00:00,827.94,830.86,823.44,824.38,307.0
2017-01-15 00:00:00,824.38,830.0,824.38,828.0,186.0
2017-01-15 01:00:00,828.0,832.95,825.41,831.95,182.0
2017-01-15 02:00:00,831.91,832.0,825.8,828.76,150.0
2017-01-15 03:00:00,828.79,828.86,825.25,828.07,124.0
2017-01-15 04:00:00,828.06,829.69,826.0,829.48,167.0
2017-01-15 05:00:00,829.52,829.76,826.71,828.7,113.0
2017-01-15 06:00:00,828.7,828.7,826.57,827.61,115.0
2017-01-15 07:00:00,827.01,827.01,824.45,825.47,84.0
2017-01-15 08:00:00,825.47,825.52,824.0,824.05,60.0
2017-01-15 09:00:00,824.09,824.27,824.0,824.25,47.0
2017-01-15 10:00:00,824.02,825.18,824.02,825.09,70.0
2017-01-15 11:00:00,825.1,826.03,825.1,826.03,104.0
2017-01-15 12:00:00,826.02,826.02,824.0,824.02,47.0
2017-01-15 13:00:00,824.02,826.03,824.02,826.03,30.0
2017-01-15 14:00:00,826.03,826.05,824.08,826.04,40.0
2017-01-15 15:00:00,826.03,826.12,824.0,824.02,75.0
2017-01-15 16:00:00,824.04,825.09,824.0,824.99,133.0
2017-01-15 17:00:00,824.99,826.45,824.0,824.91,233.0
2017-01-15 18:00:00,824.7,824.7,820.64,821.61,202.0
2017-01-15 19:00:00,821.64,824.65,819.0,824.42,157.0
2017-01-15 20:00:00,824.42,825.13,824.38,825.13,67.0
2017-01-15 21:00:00,825.32,825.99,822.13,824.93,180.0
2017-01-15 22:00:00,825.86,827.99,824.0,827.99,123.0
2017-01-15 23:00:00,827.99,832.0,825.07,828.97,180.0
2017-01-16 00:00:00,828.98,835.0,828.97,833.31,225.0
2017-01-16 01:00:00,833.43,834.1,832.02,833.31,238.0
2017-01-16 02:00:00,833.31,835.0,832.74,834.99,230.0
2017-01-16 03:00:00,835.0,838.98,835.0,838.97,246.0
2017-01-16 04:00:00,838.29,838.98,837.79,838.98,151.0
2017-01-16 05:00:00,838.97,839.0,837.0,838.99,169.0
2017-01-16 06:00:00,838.99,838.99,834.09,838.28,143.0
2017-01-16 07:00:00,837.21,839.1,837.2,839.08,80.0
2017-01-16 08:00:00,839.08,839.2,839.04,839.12,65.0
2017-01-16 09:00:00,839.19,839.97,836.0,838.24,100.0
2017-01-16 10:00:00,838.26,840.0,837.4,839.0,65.0
2017-01-16 11:00:00,839.0,839.0,834.93,835.23,65.0
2017-01-16 12:00:00,835.28,835.5,827.55,828.17,128.0
2017-01-16 13:00:00,828.17,829.99,826.03,829.46,163.0
2017-01-16 14:00:00,829.47,835.67,829.46,834.25,77.0
2017-01-16 15:00:00,835.08,835.09,827.7,832.87,172.0
2017-01-16 16:00:00,832.86,834.99,832.84,834.99,122.0
2017-01-16 17:00:00,834.4,834.99,833.13,833.99,117.0
2017-01-16 18:00:00,833.99,834.0,832.83,833.98,149.0
2017-01-16 19:00:00,833.98,833.98,830.12,833.39,165.0
2017-01-16 20:00:00,833.39,834.25,832.45,834.25,145.0
2017-01-16 21:00:00,834.25,834.9,829.0,833.54,182.0
2017-01-16 22:00:00,833.53,833.93,829.02,833.16,142.0
2017-01-16 23:00:00,833.1,833.99,829.86,833.99,102.0
2017-01-17 00:00:00,833.99,835.0,830.02,834.41,214.0
2017-01-17 01:00:00,834.4,834.4,830.1,833.77,83.0
2017-01-17 02:00:00,833.72,833.99,831.93,833.95,89.0
2017-01-17 03:00:00,833.95,834.98,832.51,834.98,65.0
2017-01-17 04:00:00,833.97,853.0,833.97,852.72,544.0
2017-01-17 05:00:00,850.95,869.78,850.95,866.63,650.0
2017-01-17 06:00:00,866.63,868.5,860.36,865.0,300.0
2017-01-17 07:00:00,865.0,868.0,862.87,866.49,152.0
2017-01-17 08:00:00,866.49,894.62,866.48,891.52,611.0
2017-01-17 09:00:00,891.16,899.0,883.05,883.13,454.0
2017-01-17 10:00:00,883.68,891.27,882.73,887.08,107.0
2017-01-17 11:00:00,887.06,895.36,884.96,890.33,151.0
2017-01-17 12:00:00,887.78,890.45,881.05,881.39,123.0
2017-01-17 13:00:00,881.39,885.82,876.81,885.82,222.0
2017-01-17 14:00:00,885.83,888.05,880.0,884.74,308.0
2017-01-17 15:00:00,884.74,885.99,881.34,884.01,305.0
2017-01-17 16:00:00,884.01,884.97,880.0,883.88,189.0
2017-01-17 17:00:00,883.88,887.0,882.25,886.67,199.0
2017-01-17 18:00:00,886.61,908.96,886.6,907.0,743.0
2017-01-17 19:00:00,906.99,909.0,893.03,908.49,424.0
2017-01-17 20:00:00,908.5,909.0,900.61,907.92,326.0
2017-01-17 21:00:00,907.9,908.05,900.0,900.01,373.0
2017-01-17 22:00:00,900.01,903.09,893.2,899.05,300.0
2017-01-17 23:00:00,899.06,908.0,899.06,905.09,244.0
2017-01-18 00:00:00,905.09,908.0,902.9,906.0,213.0
2017-01-18 01:00:00,906.4,914.87,905.22,912.06,309.0
2017-01-18 02:00:00,912.06,916.7,892.0,892.1,478.0
2017-01-18 03:00:00,892.0,898.4,882.26,888.11,550.0
